Date	State	Account length	Area code	International plan	Voice mail plan	Number vmail messages	Total day minutes	Total day calls	Total day charge	Total eve minutes	Total eve calls	Total eve charge	Total night minutes	Total night calls	Total night charge	Total intl minutes	Total intl calls	Total intl charge	Customer service calls	Churn	Total Call Duration	Total Call Charge
06/05/17	NM	96	415	No	Yes	33	183.3	115	31.16	201.4	87	17.12	177.4	84	7.98	10.4	15	2.81	3	FALSE	286	56.26
06/06/17	DE	112	408	No	No	0	101.1	119	17.19	214.4	67	18.22	179.5	112	8.08	10.3	5	2.78	2	FALSE	298	43.49
06/07/17	NC	75	408	No	No	0	203.3	70	34.56	228.9	97	19.46	222.2	118	10	14.3	3	3.86	1	FALSE	285	64.02
06/08/17	NM	178	415	No	Yes	35	175.4	88	29.82	190	65	16.15	138.7	94	6.24	10.5	3	2.84	2	FALSE	247	52.21
06/09/17	SC	112	415	No	No	0	266	97	45.22	214.6	94	18.24	306.2	100	13.78	14.2	2	3.83	2	TRUE	291	77.24
06/10/17	NJ	108	415	No	Yes	41	171.6	110	29.17	136.1	78	11.57	183.4	103	8.25	10.8	7	2.92	0	FALSE	291	48.99
06/11/17	AZ	100	510	No	No	0	78.7	98	13.38	225.6	102	19.18	150.4	106	6.77	14	8	3.78	0	FALSE	306	39.33
06/12/17	RI	121	510	No	Yes	20	211.9	110	36.02	215.1	120	18.28	238.5	107	10.73	9.4	2	2.54	0	FALSE	337	65.03
06/13/17	SD	116	415	No	No	0	63.7	101	10.83	195.8	95	16.64	210.1	87	9.45	10	6	2.7	1	FALSE	283	36.92
06/14/17	NH	161	415	No	No	0	173.4	100	29.48	213.7	74	18.16	141.5	69	6.37	11.5	4	3.11	1	FALSE	243	54.01
06/15/17	AL	19	415	Yes	No	0	237.7	98	40.41	207.1	121	17.6	182.2	95	8.2	4.5	4	1.22	0	FALSE	314	66.21
06/16/17	WV	104	415	No	No	0	225.9	123	38.4	162.8	106	13.84	272.1	85	12.24	10.1	4	2.73	1	FALSE	314	64.48
06/17/17	ID	119	415	Yes	Yes	32	173	101	29.41	209.4	93	17.8	231.1	91	10.4	12.2	4	3.29	0	FALSE	285	57.61
06/18/17	MD	125	415	No	No	0	224.9	102	38.23	143.8	87	12.22	198.9	105	8.95	8	2	2.16	0	FALSE	294	59.4
06/19/17	IN	156	510	No	No	0	237.7	122	40.41	181.5	91	15.43	185.7	151	8.36	7.7	4	2.08	1	FALSE	364	64.2
06/20/17	WY	109	415	No	No	0	137	128	23.29	217	116	18.45	182.1	86	8.19	10	5	2.7	2	FALSE	330	49.93
06/21/17	NH	95	510	No	No	0	142.5	109	24.23	176.1	107	14.97	189.6	88	8.53	8.2	3	2.21	2	FALSE	304	47.73
06/22/17	MN	90	408	No	No	0	142.4	126	24.21	126.2	118	10.73	274.2	71	12.34	4.6	4	1.24	1	FALSE	315	47.28
06/23/17	MA	105	415	No	Yes	21	147	112	24.99	197.3	43	16.77	267.4	93	12.03	8.7	3	2.35	2	FALSE	248	53.79
06/24/17	NH	101	510	No	No	0	220.3	124	37.45	188.6	101	16.03	278.4	98	12.53	10.6	4	2.86	1	FALSE	323	66.01
06/25/17	MN	95	415	No	No	0	149.2	96	25.36	260.7	116	22.16	201	120	9.05	8.1	2	2.19	1	FALSE	332	56.57
06/26/17	IA	123	415	No	No	0	204.4	88	34.75	137.5	111	11.69	226	100	10.17	10	4	2.7	0	FALSE	299	56.61
06/27/17	NY	160	408	No	No	0	216.8	77	36.86	207.3	117	17.62	228.6	117	10.29	5.6	2	1.51	1	FALSE	311	64.77
06/28/17	AL	141	510	No	Yes	28	308	123	52.36	247.8	128	21.06	152.9	103	6.88	7.4	3	2	1	FALSE	354	80.3
06/29/17	WV	87	415	No	No	0	58	125	9.86	67.5	116	5.74	185.9	136	8.37	11.5	3	3.11	0	FALSE	377	23.97
06/30/17	NM	81	415	No	No	0	173.2	80	29.44	236.2	94	20.08	240.2	84	10.81	11.8	6	3.19	2	FALSE	258	60.33
07/01/17	CA	75	415	No	Yes	19	210.3	90	35.75	241.8	87	20.55	215.7	102	9.71	13.1	3	3.54	4	FALSE	279	66.01
07/02/17	MA	126	408	No	Yes	24	58.9	125	10.01	305.5	90	25.97	158.9	73	7.15	12.1	6	3.27	0	FALSE	288	43.13
07/03/17	ME	28	415	No	No	0	236.8	102	40.26	167.1	87	14.2	280.2	115	12.61	9.7	3	2.62	3	FALSE	304	67.07
07/04/17	FL	153	415	No	No	0	228.9	102	38.91	160.7	136	13.66	203.1	109	9.14	12.5	2	3.38	0	FALSE	347	61.71
07/05/17	NH	97	408	No	Yes	32	90	87	15.3	276.3	113	23.49	185.2	107	8.33	8.6	6	2.32	2	TRUE	307	47.12
07/06/17	IN	115	408	No	No	0	146.7	128	24.94	106.2	74	9.03	197.7	104	8.9	11.1	4	3	2	FALSE	306	42.87
07/07/17	WI	95	408	No	No	0	237.3	83	40.34	154	65	13.09	237	105	10.67	11.2	6	3.02	1	FALSE	253	64.1
07/08/17	MA	17	415	Yes	No	0	162.8	118	27.68	229.6	91	19.52	332.7	94	14.97	13.6	3	3.67	0	TRUE	303	62.17
07/09/17	NH	105	415	No	Yes	20	186.9	114	31.77	256.3	91	21.79	334.7	104	15.06	8.9	2	2.4	1	FALSE	309	68.62
07/10/17	TX	121	415	No	No	0	86.1	100	14.64	259.8	113	22.08	148	79	6.66	9.1	9	2.46	2	FALSE	292	43.38
07/11/17	NC	125	408	No	No	0	212.3	89	36.09	215.4	127	18.31	186.8	73	8.41	11.3	2	3.05	2	FALSE	289	62.81
07/12/17	CT	124	415	No	No	0	151	98	25.67	120.6	119	10.25	152.8	81	6.88	9.2	2	2.48	2	FALSE	298	42.8
07/13/17	NJ	35	408	No	No	0	158.6	67	26.96	130.4	96	11.08	229.8	80	10.34	6.9	5	1.86	2	FALSE	243	48.38
07/14/17	WY	134	510	No	No	0	296	93	50.32	226.4	117	19.24	246.8	98	11.11	12.3	10	3.32	0	TRUE	308	80.67
07/15/17	LA	123	510	No	Yes	32	212.3	77	36.09	251.5	78	21.38	208.7	85	9.39	6.6	2	1.78	3	FALSE	240	66.86
07/16/17	NV	124	415	No	No	0	234.4	61	39.85	179.3	111	15.24	285.5	117	12.85	10.4	6	2.81	3	FALSE	289	67.94
07/17/17	WV	133	510	No	No	0	176.8	92	30.06	187.5	97	15.94	196.8	88	8.86	6.5	3	1.76	2	FALSE	277	54.86
07/18/17	AR	185	415	No	Yes	19	157.3	123	26.74	257.7	94	21.9	190.4	107	8.57	9.6	6	2.59	0	FALSE	324	57.21
07/19/17	SC	1	415	No	Yes	26	146.6	68	24.92	172.8	67	14.69	173.8	113	7.82	10	2	2.7	1	FALSE	248	47.43
07/20/17	KS	107	415	No	No	0	260.5	108	44.29	102.4	110	8.7	129.7	148	5.84	9.8	5	2.65	1	FALSE	366	58.83
07/21/17	NY	91	415	No	Yes	20	146.1	98	24.84	277.4	104	23.58	137.7	100	6.2	6.2	3	1.67	1	FALSE	302	54.62
07/22/17	MI	178	408	Yes	No	0	124.5	134	21.17	141.2	78	12	268.2	113	12.07	11.4	2	3.08	2	TRUE	325	45.24
07/23/17	MA	123	415	No	No	0	209.4	49	35.6	237.4	117	20.18	239.2	98	10.76	9.8	11	2.65	1	FALSE	264	66.54
07/24/17	UT	170	415	No	No	0	285.7	44	48.57	167.5	144	14.24	260	97	11.7	8.7	4	2.35	1	TRUE	285	74.51
07/25/17	HI	135	415	No	No	0	190.9	44	32.45	161.4	109	13.72	231.9	100	10.44	8.4	2	2.27	1	FALSE	253	56.61
07/26/17	PA	85	408	No	No	0	144.4	88	24.55	264.6	105	22.49	185.4	94	8.34	9.9	3	2.67	1	FALSE	287	55.38
07/27/17	OR	134	415	No	Yes	50	208.8	130	35.5	132.9	104	11.3	136.7	107	6.15	11.1	4	3	2	FALSE	341	52.95
07/28/17	TN	148	415	No	Yes	36	77.6	141	13.19	207	60	17.6	255.7	115	11.51	10.9	2	2.94	1	FALSE	316	42.3
07/29/17	CT	93	415	No	No	0	271.1	101	46.09	237.4	133	20.18	145.4	103	6.54	8.4	6	2.27	1	TRUE	337	72.81
07/30/17	AZ	138	415	No	No	0	240.8	104	40.94	144.5	92	12.28	125.7	98	5.66	11.6	1	3.13	0	FALSE	294	58.88
07/31/17	OR	159	510	No	No	0	114.8	98	19.52	192.6	101	16.37	259	108	11.66	12.2	5	3.29	0	FALSE	307	47.55
08/01/17	DE	103	415	No	Yes	34	138.8	80	23.6	142	108	12.07	183.8	77	8.27	11.8	7	3.19	1	FALSE	265	43.94
08/02/17	MA	150	408	No	Yes	27	209.8	112	35.67	155	80	13.18	251.5	111	11.32	7.2	6	1.94	0	FALSE	303	60.17
08/03/17	CT	37	408	No	No	0	134.9	98	22.93	248.4	130	21.11	236.2	113	10.63	14.7	2	3.97	3	FALSE	341	54.67
08/04/17	AR	33	415	Yes	No	0	164	99	27.88	153.1	102	13.01	123.8	104	5.57	6.4	4	1.73	0	FALSE	305	46.46
08/05/17	SD	55	415	No	No	0	245.5	130	41.74	192.7	54	16.38	141.7	83	6.38	9.1	4	2.46	1	FALSE	267	64.5
08/06/17	CT	134	408	No	Yes	32	80.3	94	13.65	199.9	124	16.99	170.8	117	7.69	16.6	3	4.48	0	FALSE	335	38.33
08/07/17	CT	107	408	No	No	0	90.7	90	15.42	207.5	109	17.64	169.4	96	7.62	5.6	5	1.51	2	FALSE	295	40.68
08/08/17	MA	80	408	No	Yes	36	190.3	115	32.35	256.6	78	21.81	214.9	145	9.67	3.8	4	1.03	1	FALSE	338	63.83
08/09/17	MS	78	408	No	No	0	108.6	108	18.46	209.9	126	17.84	222.6	117	10.02	7.9	5	2.13	1	TRUE	351	46.32
08/10/17	MT	85	408	No	Yes	17	89.8	88	15.27	233.2	75	19.82	165.7	116	7.46	9.3	7	2.51	4	TRUE	279	42.55
08/11/17	AK	61	415	No	Yes	15	252.4	106	42.91	187.8	69	15.96	259.6	137	11.68	10	3	2.7	2	FALSE	312	70.55
08/12/17	DE	97	415	No	Yes	32	183.4	94	31.18	269.1	120	22.87	203.5	38	9.16	6.7	4	1.81	5	FALSE	252	63.21
08/13/17	OH	136	408	Yes	No	0	183.4	103	31.18	141.9	113	12.06	200.4	122	9.02	10.4	9	2.81	2	FALSE	338	52.26
08/14/17	MN	135	408	No	No	0	155.2	100	26.38	135.9	84	11.55	184.6	82	8.31	3.8	9	1.03	3	FALSE	266	46.24
08/15/17	CA	87	415	No	Yes	19	165.8	122	28.19	186.9	89	15.89	249.7	78	11.24	0	0	0	1	FALSE	289	55.32
08/16/17	OH	165	510	No	No	0	209.4	67	35.6	273.8	89	23.27	150.2	88	6.76	12.8	1	3.46	0	FALSE	244	65.63
08/17/17	NV	148	415	No	No	0	279.3	104	47.48	201.6	87	17.14	280.8	99	12.64	7.9	2	2.13	2	TRUE	290	77.26
08/18/17	SC	99	415	No	No	0	174.1	102	29.6	99.1	118	8.42	211.6	126	9.52	7.7	2	2.08	2	FALSE	346	47.54
08/19/17	WV	123	415	No	No	0	175.7	78	29.87	184.6	96	15.69	156.9	92	7.06	9.1	2	2.46	2	FALSE	266	52.62
08/20/17	NM	127	415	Yes	No	0	256.5	87	43.61	222.1	101	18.88	156.7	122	7.05	13	3	3.51	1	FALSE	310	69.54
08/21/17	WY	151	415	No	No	0	170.2	89	28.93	187.5	83	15.94	119.5	100	5.38	4.3	3	1.16	0	FALSE	272	50.25
08/22/17	CA	185	408	No	No	0	139.6	92	23.73	250.2	115	21.27	158.1	79	7.11	10.8	4	2.92	1	FALSE	286	52.11
08/23/17	KS	65	415	No	Yes	34	208.8	119	35.5	142.1	106	12.08	214.6	87	9.66	12.5	4	3.38	4	FALSE	312	57.24
08/24/17	WY	58	510	No	No	0	210.1	126	35.72	248.9	108	21.16	158.6	88	7.14	14.4	2	3.89	4	FALSE	322	64.02
08/25/17	OK	104	415	No	No	0	113.6	87	19.31	158.6	98	13.48	187.7	87	8.45	10.5	6	2.84	2	FALSE	272	41.24
08/26/17	UT	44	415	No	No	0	202.6	89	34.44	163	96	13.86	268.1	151	12.06	8.3	3	2.24	0	FALSE	336	60.36
08/27/17	MA	58	408	No	No	0	174.4	112	29.65	265.8	122	22.59	182.4	87	8.21	0	0	0	4	FALSE	321	60.45
08/28/17	UT	108	415	No	No	0	210.6	117	35.8	164.2	103	13.96	201.4	68	9.06	9.4	5	2.54	0	FALSE	288	58.82
08/29/17	MN	132	510	No	No	0	121.5	88	20.66	253	124	21.51	195.7	120	8.81	10.7	4	2.89	1	FALSE	332	50.98
08/30/17	NE	80	415	No	No	0	127.8	67	21.73	181.6	112	15.44	197.3	63	8.88	15.9	2	4.29	2	FALSE	242	46.05
08/31/17	OH	162	415	No	No	0	135.2	98	22.98	242	107	20.57	246.9	96	11.11	10.2	2	2.75	2	FALSE	301	54.66
09/01/17	KY	110	510	No	No	0	99.4	62	16.9	275	86	23.38	212.1	94	9.54	16.7	3	4.51	2	FALSE	242	49.82
09/02/17	WA	96	415	No	No	0	276.9	105	47.07	246.9	94	20.99	254.4	107	11.45	10.3	3	2.78	1	TRUE	306	79.51
09/03/17	NY	168	408	No	No	0	163.4	134	27.78	240.1	87	20.41	164	147	7.38	11.6	2	3.13	2	TRUE	368	55.57
09/04/17	IN	72	510	No	No	0	287.4	116	48.86	235.3	126	20	292.1	114	13.14	5	3	1.35	4	TRUE	356	82
09/05/17	CO	125	408	No	Yes	23	120.5	104	20.49	227.8	115	19.36	158.5	100	7.13	10.2	3	2.75	1	FALSE	319	46.98
09/06/17	DC	170	510	No	No	0	184.1	106	31.3	204.9	70	17.42	224.3	133	10.09	9.8	3	2.65	2	FALSE	309	58.81
09/07/17	AK	71	510	No	No	0	185	84	31.45	232.5	129	19.76	191.1	82	8.6	14.9	4	4.02	3	FALSE	295	59.81
09/08/17	SC	124	415	No	No	0	160.9	109	27.35	144.2	152	12.26	120.4	97	5.42	12.9	12	3.48	1	FALSE	358	45.03
09/09/17	KS	68	415	No	No	0	207.6	68	35.29	251.6	123	21.39	191.6	100	8.62	10.9	6	2.94	2	FALSE	291	65.3
09/10/17	UT	97	415	No	No	0	209.2	134	35.56	0	0	0	175.4	94	7.89	11.8	6	3.19	1	FALSE	228	43.45
09/11/17	IL	98	510	Yes	No	0	158.4	71	26.93	306.6	66	26.06	144.2	93	6.49	2.1	4	0.57	1	FALSE	230	59.48
09/12/17	DC	24	408	No	No	0	149	73	25.33	131	81	11.14	238.6	69	10.74	8.6	3	2.32	2	TRUE	223	47.21
09/13/17	DC	136	510	No	No	0	204.5	63	34.77	208.8	95	17.75	224	119	10.08	9.8	2	2.65	0	FALSE	277	62.6
09/14/17	OK	44	408	No	No	0	288.8	86	49.1	175.9	87	14.95	215.4	106	9.69	9.5	2	2.57	0	TRUE	279	73.74
09/15/17	KY	96	415	No	Yes	40	108.6	90	18.46	206.4	154	17.54	126.3	118	5.68	13.4	4	3.62	0	FALSE	362	41.68
09/16/17	NE	31	415	No	No	0	97.5	129	16.58	260.4	78	22.13	88.7	100	3.99	7	5	1.89	1	FALSE	307	42.7
09/17/17	AL	72	415	No	No	0	166.5	102	28.31	261	103	22.19	262.7	85	11.82	13.3	5	3.59	0	FALSE	290	62.32
09/18/17	HI	24	415	No	No	0	156.2	104	26.55	90	101	7.65	205.1	116	9.23	7.3	5	1.97	1	FALSE	321	43.43
09/19/17	SC	112	415	No	Yes	31	225.2	89	38.28	256.8	117	21.83	249.7	87	11.24	11.5	1	3.11	4	FALSE	293	71.35
09/20/17	GA	117	415	Yes	No	0	287.4	118	48.86	259.6	84	22.07	153.2	86	6.89	10	3	2.7	1	TRUE	288	77.82
09/21/17	KS	137	415	No	Yes	19	175.3	96	29.8	241.3	146	20.51	211.4	109	9.51	7.8	2	2.11	0	FALSE	351	59.82
09/22/17	PA	136	408	No	No	0	102.1	75	17.36	219.5	97	18.66	73.7	92	3.32	9.8	5	2.65	0	FALSE	264	39.34
09/23/17	UT	95	415	No	No	0	157.9	103	26.84	259.6	90	22.07	230	117	10.35	14	2	3.78	0	FALSE	310	59.26
09/24/17	OR	82	415	No	Yes	19	146.5	73	24.91	246.4	65	20.94	199	114	8.96	4.1	4	1.11	1	FALSE	252	54.81
09/25/17	ND	145	415	No	No	0	245.8	116	41.79	286.7	91	24.37	240.7	115	10.83	9	13	2.43	1	TRUE	322	76.99
09/26/17	KY	56	415	Yes	No	0	177.7	114	30.21	215.6	110	18.33	236.7	67	10.65	10.5	5	2.84	1	FALSE	291	59.19
09/27/17	MN	155	408	Yes	No	0	250.8	146	42.64	152.5	105	12.96	148.1	104	6.66	10	5	2.7	2	FALSE	355	62.26
09/28/17	OH	133	408	No	No	0	117.8	100	20.03	199.2	105	16.93	244.1	119	10.98	11.8	4	3.19	0	TRUE	324	47.94
09/29/17	TX	53	415	No	No	0	119.7	113	20.35	189.7	84	16.12	256.2	108	11.53	12.9	7	3.48	2	FALSE	305	48
09/30/17	WY	123	415	No	No	0	242.2	87	41.17	226.1	101	19.22	268.6	121	12.09	8.2	3	2.21	5	TRUE	309	72.48
10/01/17	GA	136	415	No	No	0	163.4	83	27.78	249.3	119	21.19	249.7	90	11.24	9.8	4	2.65	7	FALSE	292	60.21
10/02/17	TX	57	415	No	No	0	161	113	27.37	208	134	17.68	208.1	81	9.36	8.4	4	2.27	3	FALSE	328	54.41
10/03/17	WV	62	408	No	No	0	128.7	111	21.88	169.5	104	14.41	193.6	97	8.71	10.3	5	2.78	1	FALSE	312	45
10/04/17	NM	112	415	No	No	0	81.6	94	13.87	268.1	112	22.79	140.8	75	6.34	8.6	18	2.32	1	FALSE	281	43
10/05/17	MI	55	415	No	Yes	20	207.7	91	35.31	199.7	113	16.97	216.5	110	9.74	7.3	1	1.97	1	FALSE	314	62.02
10/06/17	NC	95	408	No	No	0	128.6	115	21.86	216.2	88	18.38	255.3	96	11.49	6.3	2	1.7	6	TRUE	299	51.73
10/07/17	NY	125	415	No	No	0	233.3	65	39.66	209.8	93	17.83	210.6	109	9.48	9.1	4	2.46	1	FALSE	267	66.97
10/08/17	TX	1	415	No	No	0	182.1	106	30.96	134.9	106	11.47	152.3	75	6.85	10	3	2.7	5	TRUE	287	49.28
10/09/17	KY	98	415	No	Yes	36	168	81	28.56	163.2	125	13.87	172.7	120	7.77	8	2	2.16	6	TRUE	326	50.2
10/10/17	SD	105	415	No	No	0	251.6	88	42.77	175.1	103	14.88	184.4	112	8.3	5.4	5	1.46	1	FALSE	303	65.95
10/11/17	ID	113	415	No	Yes	30	183.8	102	31.25	183.4	123	15.59	235	52	10.58	11.6	7	3.13	0	FALSE	277	57.42
10/12/17	OR	99	408	No	No	0	256.4	44	43.59	214.5	105	18.23	233.7	75	10.52	7.9	1	2.13	3	TRUE	224	72.34
10/13/17	WI	103	415	No	No	0	180.2	134	30.63	97.7	85	8.3	181.7	134	8.18	8.4	3	2.27	1	FALSE	353	47.11
10/14/17	WV	177	408	No	No	0	227.8	81	38.73	161.8	97	13.75	217	106	9.76	8	5	2.16	1	FALSE	284	62.24
10/15/17	SC	149	415	No	Yes	20	147.8	132	25.13	276.8	94	23.53	149.9	110	6.75	10.2	6	2.75	0	FALSE	336	55.41
10/16/17	CT	160	415	No	No	0	234.9	136	39.93	270.8	134	23.02	219.3	101	9.87	13.9	2	3.75	1	TRUE	371	72.82
10/17/17	NV	116	408	No	No	0	110.9	54	18.85	213.4	82	18.14	186.2	116	8.38	7.9	2	2.13	2	FALSE	252	45.37
10/18/17	ND	90	415	No	Yes	22	124.5	94	21.17	231.7	90	19.69	222.2	108	10	6.4	12	1.73	1	FALSE	292	50.86
10/19/17	MI	148	415	Yes	No	0	233.5	81	39.7	187.7	71	15.95	122.3	97	5.5	9.6	2	2.59	0	TRUE	249	61.15
10/20/17	MT	147	415	No	Yes	35	197.3	134	33.54	141.1	99	11.99	212.1	90	9.54	10.1	4	2.73	2	TRUE	323	55.07
10/21/17	NE	95	510	No	No	0	58.2	96	9.89	202.1	126	17.18	210.5	97	9.47	10.4	5	2.81	0	FALSE	319	36.54
10/22/17	UT	201	510	No	No	0	212.7	72	36.16	225.2	90	19.14	195.1	99	8.78	7	6	1.89	1	FALSE	261	64.08
10/23/17	WV	80	415	No	No	0	151.5	89	25.76	131.7	78	11.19	235.3	131	10.59	11.8	4	3.19	0	FALSE	298	47.54
10/24/17	AR	122	415	Yes	No	0	146.3	117	24.87	218.7	93	18.59	236	97	10.62	11.5	5	3.11	1	FALSE	307	54.08
10/25/17	MT	132	408	No	No	0	195.1	100	33.17	148.8	95	12.65	224.5	117	10.1	6.7	2	1.81	0	FALSE	312	55.92
10/26/17	UT	83	510	No	No	0	208.9	71	35.51	214.8	92	18.26	247.9	108	11.16	13	5	3.51	1	FALSE	271	64.93
10/27/17	HI	99	408	No	No	0	135.7	107	23.07	208.4	103	17.71	209	95	9.4	8.8	3	2.38	7	TRUE	305	50.18
10/28/17	KS	84	415	No	No	0	225.9	86	38.4	275.6	105	23.43	201.4	108	9.06	14.3	3	3.86	3	TRUE	299	70.89
10/29/17	NY	46	415	No	No	0	122.2	67	20.77	167.2	62	14.21	194.8	98	8.77	9.7	6	2.62	1	FALSE	227	43.75
10/30/17	OH	87	510	No	No	0	153.3	106	26.06	224.5	117	19.08	273.4	152	12.3	8.9	5	2.4	2	FALSE	375	57.44
10/31/17	HI	150	415	No	No	0	214	117	36.38	192.4	89	16.35	242.6	99	10.92	7.9	4	2.13	1	FALSE	305	63.65
11/01/17	KS	73	408	No	No	0	194.8	112	33.12	167.2	85	14.21	100.3	61	4.51	10.8	6	2.92	1	FALSE	258	51.84
11/02/17	IN	7	415	No	No	0	206.7	87	35.14	281.1	83	23.89	158.5	77	7.13	11	5	2.97	3	FALSE	247	66.16
11/03/17	OR	89	415	No	Yes	12	188	105	31.96	151.3	107	12.86	201.9	132	9.09	10.5	3	2.84	2	FALSE	344	53.91
11/04/17	NY	131	408	Yes	No	0	122.3	83	20.79	118.8	94	10.1	147.9	95	6.66	13.7	3	3.7	3	TRUE	272	37.55
11/05/17	VA	105	415	No	No	0	259.3	96	44.08	175.2	97	14.89	222.4	36	10.01	12	5	3.24	3	FALSE	229	68.98
11/06/17	MI	108	408	Yes	No	0	115.1	114	19.57	211.3	70	17.96	136.1	85	6.12	13.8	3	3.73	2	TRUE	269	43.65
11/07/17	ID	47	415	No	Yes	28	172.9	109	29.39	137.6	94	11.7	203.8	109	9.17	8.3	6	2.24	1	FALSE	312	50.26
11/08/17	MO	101	415	Yes	No	0	156.4	116	26.59	130.4	114	11.08	207.3	109	9.33	7.3	5	1.97	1	FALSE	339	47
11/09/17	AL	182	415	No	Yes	24	128.1	104	21.78	143.4	127	12.19	191	98	8.59	11.6	3	3.13	1	FALSE	329	42.56
11/10/17	OR	161	408	No	No	0	196.6	73	33.42	170.2	79	14.47	194.3	79	8.74	12.5	3	3.38	1	FALSE	231	56.63
11/11/17	VT	128	408	No	No	0	227.9	130	38.74	302.6	71	25.72	191.5	82	8.62	5.5	7	1.49	1	TRUE	283	73.08
11/12/17	AZ	69	415	No	Yes	31	194.9	63	33.13	191.6	90	16.29	153	129	6.89	13.2	2	3.56	2	FALSE	282	56.31
11/13/17	VA	113	408	No	Yes	34	44.9	63	7.63	134.2	82	11.41	168.4	118	7.58	13.3	3	3.59	1	FALSE	263	26.62
11/14/17	PA	87	408	No	Yes	30	262.8	114	44.68	215.8	130	18.34	154.8	88	6.97	7.8	2	2.11	0	FALSE	332	69.99
11/15/17	CO	71	415	No	No	0	211.2	70	35.9	252.7	122	21.48	225.8	104	10.16	12.3	3	3.32	0	FALSE	296	67.54
11/16/17	KY	76	415	No	No	0	204	69	34.68	225.1	110	19.13	240.3	85	10.81	9.6	5	2.59	1	FALSE	264	64.62
11/17/17	NJ	87	510	No	No	0	223.2	109	37.94	127.5	86	10.84	289.3	83	13.02	14.5	4	3.92	3	FALSE	278	61.8
11/18/17	IL	117	408	No	No	0	119	82	20.23	187.5	108	15.94	189.3	97	8.52	11.5	3	3.11	1	FALSE	287	44.69
11/19/17	WA	177	415	No	No	0	266.1	91	45.24	225.2	79	19.14	224.7	58	10.11	8.9	8	2.4	3	TRUE	228	74.49
11/20/17	WV	95	415	No	No	0	134.4	104	22.85	152.4	95	12.95	236.5	80	10.64	9.4	3	2.54	1	FALSE	279	46.44
11/21/17	RI	76	415	No	No	0	171.1	78	29.09	257.2	83	21.86	91.6	92	4.12	16.2	3	4.37	1	FALSE	253	55.07
11/22/17	OH	66	415	No	No	0	170.5	103	28.99	254.3	77	21.62	197.3	138	8.88	10.5	2	2.84	2	FALSE	318	59.49
11/23/17	MO	110	415	No	No	0	178.5	124	30.35	146.9	141	12.49	217.1	102	9.77	9.9	7	2.67	1	FALSE	367	52.61
11/24/17	MD	204	510	No	No	0	205.2	145	34.88	154.8	95	13.16	191.4	77	8.61	14.1	5	3.81	3	FALSE	317	56.65
11/25/17	OH	32	415	No	Yes	31	232.8	97	39.58	183.5	111	15.6	206.8	111	9.31	13	2	3.51	0	FALSE	319	64.49
11/26/17	VA	133	408	No	Yes	39	239.9	107	40.78	253.8	77	21.57	128.7	85	5.79	6.7	3	1.81	5	FALSE	269	68.14
11/27/17	FL	185	408	No	No	0	55.6	97	9.45	288.7	83	24.54	111.2	110	5	12.1	3	3.27	2	FALSE	290	38.99
11/28/17	CO	103	415	No	Yes	37	153.5	78	26.1	241.9	108	20.56	244.7	110	11.01	10.6	3	2.86	1	FALSE	296	57.67
11/29/17	NY	91	510	No	No	0	109.8	100	18.67	189.6	104	16.12	206.7	85	9.3	11.1	3	3	1	FALSE	289	44.09
11/30/17	WV	131	415	No	No	0	196.1	89	33.34	185.5	87	15.77	250	132	11.25	5.2	6	1.4	2	FALSE	308	60.36
12/01/17	LA	153	510	No	No	0	166.8	127	28.36	143.5	121	12.2	210.7	130	9.48	11.8	4	3.19	0	FALSE	378	50.04
12/02/17	MA	132	415	No	Yes	25	113.2	96	19.24	269.9	107	22.94	229.1	87	10.31	7.1	7	1.92	2	FALSE	290	52.49
12/03/17	UT	148	510	No	No	0	203	92	34.51	150.9	125	12.83	245.5	131	11.05	14.6	9	3.94	1	FALSE	348	58.39
12/04/17	AL	141	408	No	No	0	242.8	90	41.28	234.1	80	19.9	211.5	104	9.52	6	3	1.62	5	FALSE	274	70.7
12/05/17	ME	105	415	No	No	0	156.5	102	26.61	140.2	134	11.92	227.4	111	10.23	12.2	2	3.29	2	FALSE	347	48.76
12/06/17	TX	169	408	No	No	0	266.7	105	45.34	158.2	88	13.45	287.7	111	12.95	13.8	3	3.73	3	TRUE	304	71.74
12/07/17	ND	127	415	No	Yes	23	182	80	30.94	216.1	85	18.37	156.9	82	7.06	9.8	4	2.65	1	FALSE	247	56.37
12/08/17	CO	57	415	No	No	0	85.9	92	14.6	193.9	127	16.48	231.5	93	10.42	10.1	2	2.73	0	FALSE	312	41.5
12/09/17	LA	123	415	No	Yes	33	146.6	87	24.92	114.8	59	9.76	220.4	99	9.92	2.9	7	0.78	0	FALSE	245	44.6
12/10/17	MT	103	510	No	Yes	35	110.5	101	18.79	208.3	81	17.71	87.4	77	3.93	13.9	2	3.75	4	TRUE	259	40.43
12/11/17	OR	101	415	No	No	0	118.6	89	20.16	199.6	97	16.97	53.3	61	2.4	11.5	5	3.11	1	FALSE	247	39.53
12/12/17	NH	123	415	No	Yes	22	197.6	105	33.59	80	86	6.8	120.8	82	5.44	15.6	12	4.21	2	FALSE	273	45.83
12/13/17	NE	78	510	No	Yes	32	210.3	116	35.75	192.2	83	16.34	246.1	92	11.07	10.8	4	2.92	6	FALSE	291	63.16
12/14/17	WV	101	415	No	Yes	28	220.3	96	37.45	285.8	72	24.29	203	111	9.14	9.4	6	2.54	4	FALSE	279	70.88
